Age,Annual_Income,Spending_Score,Education_Level_enc,Membership_Type_enc,Gender_Male,City_Chennai,City_Delhi,City_Hyderabad,City_Mumbai,City_Pune,Payment_Method_Credit Card,Payment_Method_Debit Card,Payment_Method_Net Banking,Payment_Method_UPI
28,898961,70,2,3,True,False,False,False,True,False,False,True,False,False
38,1251690,41,2,4,True,False,False,False,False,True,False,False,True,False
21,1012934,63,1,2,True,False,False,False,False,True,True,False,False,False
24,249768,32,1,4,False,False,False,False,False,True,False,False,False,True
43,1173069,20,1,3,True,False,False,False,False,False,True,False,False,False
64,283123,57,1,3,False,False,False,True,False,False,False,False,True,False
29,366405,98,3,2,False,True,False,False,False,False,False,False,True,False
48,203174,50,2,2,True,True,False,False,False,False,True,False,False,False
34,317769,80,2,2,True,False,False,False,False,False,False,False,False,True
50,497542,25,1,4,False,True,False,False,False,False,True,False,False,False
28,629145,12,3,2,False,False,False,False,False,True,False,False,True,False
45,1383969,71,3,3,True,False,False,False,True,False,False,False,True,False
49,966868,39,1,3,True,False,True,False,False,False,False,True,False,False
18,1435069,17,3,1,True,False,False,True,False,False,False,True,False,False
64,796923,45,2,4,True,False,False,True,False,False,False,False,False,False
45,1128864,11,1,1,True,False,False,False,False,False,False,False,True,False
59,967166,70,2,3,False,False,False,True,False,False,False,True,False,False
24,417070,23,2,1,False,False,False,False,False,True,True,False,False,False
19,599017,91,1,3,False,True,False,False,False,False,False,False,False,True
59,1131775,70,4,1,False,False,False,False,False,True,True,False,False,False
41,569359,38,3,2,True,False,False,False,False,False,False,False,False,True
21,1398632,2,2,1,True,False,False,False,False,True,False,True,False,False
61,1074527,86,2,2,True,True,False,False,False,False,False,False,False,False
36,1047374,84,2,2,False,False,False,False,True,False,True,False,False,False
43,343933,89,2,4,False,False,False,False,False,False,True,False,False,False
28,1347546,79,2,2,True,False,False,False,True,False,True,False,False,False
57,1330779,93,1,2,True,False,True,False,False,False,False,False,False,True
60,1440895,72,2,1,False,False,False,False,True,False,False,True,False,False
28,1448749,37,3,3,False,False,True,False,False,False,True,False,False,False
62,701946,49,2,4,True,False,True,False,False,False,True,False,False,False
20,876337,52,1,2,True,False,False,False,True,False,False,False,False,False
29,1466302,33,3,4,False,False,False,False,False,False,False,False,False,False
20,1074609,22,1,1,True,True,False,False,False,False,False,True,False,False
59,292172,5,1,2,True,False,False,False,False,True,False,True,False,False
44,870990,18,1,1,True,False,False,False,False,True,False,False,True,False
19,744344,38,2,4,False,True,False,False,False,False,False,False,False,False
33,1387030,37,3,1,False,False,True,False,False,False,False,False,True,False
19,1304315,94,2,4,False,False,True,False,False,False,False,False,False,True
47,248639,95,1,1,False,False,False,False,False,False,False,False,True,False
37,653054,64,3,4,False,False,False,True,False,False,True,False,False,False
55,639257,10,3,3,False,False,False,False,True,False,False,False,True,False
45,987424,79,3,1,False,False,True,False,False,False,False,True,False,False
42,796682,42,1,1,True,False,False,False,False,True,False,False,False,True
49,529801,48,2,3,True,False,False,False,False,False,True,False,False,False
27,1013592,44,4,3,True,False,False,False,True,False,False,False,True,False
59,382447,82,3,1,True,False,False,False,False,False,False,False,False,True
57,548586,87,1,3,True,False,False,False,True,False,False,False,False,True
50,874932,97,1,2,True,False,False,False,True,False,True,False,False,False
30,580069,16,2,4,True,True,False,False,False,False,False,False,True,False
58,204136,54,4,4,False,False,True,False,False,False,False,False,False,True
59,261868,35,2,4,False,False,False,False,False,False,False,False,False,True
64,544407,98,2,2,True,False,False,False,False,False,False,False,False,False
54,1018599,28,1,3,True,True,False,False,False,False,False,False,False,True
33,310957,2,2,3,False,False,False,False,False,True,False,False,False,False
62,739767,94,3,1,True,False,False,False,False,True,False,False,True,False
39,319392,13,2,3,True,False,True,False,False,False,False,False,True,False
37,860183,41,3,1,False,False,True,False,False,False,False,False,True,False
60,980516,80,4,2,True,False,False,True,False,False,False,True,False,False
44,1450104,59,1,4,False,True,False,False,False,False,False,False,True,False
58,1006017,69,2,4,True,False,False,False,False,True,False,False,False,True
33,1483423,92,1,4,False,False,False,False,True,False,True,False,False,False
51,1061501,53,3,3,False,False,False,False,False,False,False,False,False,False
49,465864,45,2,1,False,False,True,False,False,False,False,True,False,False
43,481411,20,2,1,True,False,False,False,False,False,False,False,True,False
42,1395344,24,3,2,False,False,False,False,False,False,False,False,True,False
19,885328,61,2,3,True,False,False,True,False,False,True,False,False,False
29,515508,91,4,2,True,False,False,False,False,True,True,False,False,False
57,616561,94,2,1,True,False,True,False,False,False,False,True,False,False
26,251567,58,1,1,True,False,False,False,False,False,False,False,False,False
29,291229,27,2,4,False,False,True,False,False,False,False,False,True,False
43,1179111,26,3,3,False,False,False,False,True,False,False,True,False,False
26,1447892,7,2,1,True,False,False,True,False,False,False,False,False,True
27,1064950,42,3,4,True,False,False,False,True,False,False,False,False,True
49,807132,47,4,3,False,False,True,False,False,False,False,True,False,False
51,1412567,53,1,2,True,False,True,False,False,False,False,False,True,False
37,839888,59,4,3,False,False,False,False,False,True,False,True,False,False
56,824913,38,1,3,True,False,False,False,False,False,False,False,True,False
19,1117999,69,1,1,True,False,False,False,False,False,True,False,False,False
18,1031187,87,1,1,False,False,False,False,True,False,False,True,False,False
53,1281900,92,3,3,True,False,False,True,False,False,False,False,True,False
41,1065361,98,2,1,False,True,False,False,False,False,False,True,False,False
44,594768,53,1,1,True,False,False,False,False,False,False,True,False,False
19,251272,15,2,1,True,False,False,False,False,True,False,False,True,False
48,629069,96,2,4,True,False,False,False,True,False,False,False,True,False
31,449264,26,1,4,False,False,False,False,True,False,False,False,False,False
19,888284,48,3,3,True,True,False,False,False,False,False,True,False,False
46,436538,95,3,1,True,False,False,False,False,True,False,False,False,True
32,778963,19,2,4,True,False,False,True,False,False,False,True,False,False
29,715447,9,4,3,True,False,False,False,False,True,False,True,False,False
54,1322167,64,2,1,False,False,False,True,False,False,False,False,True,False
45,353706,93,4,2,False,False,False,False,False,True,False,True,False,False
37,1443400,54,2,1,True,False,False,False,False,True,False,True,False,False
56,539148,51,2,1,False,False,True,False,False,False,False,False,False,True
41,1173902,39,1,4,True,False,False,False,True,False,False,False,True,False
38,953818,4,3,3,True,False,False,False,False,True,False,True,False,False
27,1027150,3,2,3,True,True,False,False,False,False,True,False,False,False
63,1362203,64,1,4,False,False,False,False,False,True,False,False,False,False
31,489014,29,1,1,False,False,False,False,False,False,False,False,False,True
54,1285970,11,2,2,False,False,False,False,True,False,False,True,False,False
35,1038489,97,2,1,False,False,False,False,False,False,True,False,False,False
41,1328371,58,3,1,False,False,False,False,True,False,False,True,False,False
31,542553,75,3,2,False,False,False,False,False,False,False,True,False,False
51,242137,27,1,4,False,False,False,False,False,True,False,False,True,False
29,338925,97,3,3,False,False,False,False,False,True,False,False,True,False
39,736667,21,1,4,False,False,True,False,False,False,False,False,True,False
23,1133296,39,3,4,True,True,False,False,False,False,True,False,False,False
53,321169,95,3,1,False,False,False,False,False,False,False,True,False,False
62,1418015,46,2,3,False,False,False,True,False,False,False,False,False,False
53,1397748,66,3,3,False,False,True,False,False,False,False,False,False,True
39,575233,91,2,4,False,False,False,False,False,False,False,False,True,False
31,1180960,36,2,2,False,False,False,False,False,False,False,False,True,False
33,663120,75,3,4,False,False,True,False,False,False,False,True,False,False
53,1034123,82,2,2,False,False,False,False,False,True,False,True,False,False
42,1416688,65,2,3,False,False,False,False,False,False,True,False,False,False
49,973815,63,2,4,False,False,False,False,False,True,True,False,False,False
50,424062,99,3,1,False,False,True,False,False,False,False,False,True,False
62,257986,35,2,4,False,False,False,False,False,True,False,True,False,False
53,631978,31,1,3,True,False,False,False,True,False,False,False,False,False
37,1353891,28,3,1,True,False,False,True,False,False,False,False,False,True
35,519348,1,3,1,False,False,False,False,False,False,False,True,False,False
55,902214,25,1,2,False,True,False,False,False,False,False,True,False,False
20,895139,43,1,1,True,False,False,True,False,False,True,False,False,False
